Item id;Child;Brand;DesignerId;SKU;Price;Size;Quantity;Season
16580161;;ROBERTO CAVALLI;RC10731CPA;RC10731CPA;151.00;41;1;SS21
16578942;;ROBERTO CAVALLI;10794B;RC10794B;336.00;46;1;SS21
16578942;;ROBERTO CAVALLI;10794B;RC10794B;336.00;45;1;SS21
16578942;;ROBERTO CAVALLI;10794B;RC10794B;336.00;44;3;SS21
16578942;;ROBERTO CAVALLI;10794B;RC10794B;336.00;43;2;SS21
16578942;;ROBERTO CAVALLI;10794B;RC10794B;336.00;42;1;SS21
16578942;;ROBERTO CAVALLI;10794B;RC10794B;336.00;41;1;SS21
16569825;16521989;AQUAZZURA;ALDFLAA0NLGLCE;AQALDFLAA0-NLG-LCE;440.00;39;1;SS21
16569825;16521989;AQUAZZURA;ALDFLAA0NLGLCE;AQALDFLAA0-NLG-LCE;440.00;38,5;1;SS21
16569825;16521989;AQUAZZURA;ALDFLAA0NLGLCE;AQALDFLAA0-NLG-LCE;440.00;35;1;SS21
16565671;;COMMON PROJECTS;6058;CMM6058-547;386.00;41;1;SS21
16565671;;COMMON PROJECTS;6058;CMM6058-547;386.00;40;1;SS21
16565671;;COMMON PROJECTS;6058;CMM6058-547;386.00;39;3;SS21
16565671;;COMMON PROJECTS;6058;CMM6058-547;386.00;38;3;SS21
16565671;;COMMON PROJECTS;6058;CMM6058-547;386.00;37;3;SS21
16565671;;COMMON PROJECTS;6058;CMM6058-547;386.00;36;1;SS21
16552588;16347635;JIL SANDER;JS36073A13010;JS36073A-280;463.00;39;1;SS21
16552588;16347635;JIL SANDER;JS36073A13010;JS36073A-280;463.00;38;1;SS21
16552588;16347635;JIL SANDER;JS36073A13010;JS36073A-280;463.00;37;1;SS21
16552588;16347635;JIL SANDER;JS36073A13010;JS36073A-280;463.00;36;1;SS21
16537603;;Balmain;VN0DB534LCRF;BLVN0DB534LCRF-8FF;1789.00;OS;3;SS21
16525778;16350327;JIL SANDER;JSPS856460WSB00090N;JSPS856460-269;1191.00;OS;4;SS21
16524945;16375506;COMMON PROJECTS;2292;CMM2292-1302;394.00;46;1;SS21
16524945;16375506;COMMON PROJECTS;2292;CMM2292-1302;394.00;45;2;SS21
16524945;16375506;COMMON PROJECTS;2292;CMM2292-1302;394.00;44;3;SS21
16524945;16375506;COMMON PROJECTS;2292;CMM2292-1302;394.00;43;2;SS21
16524945;16375506;COMMON PROJECTS;2292;CMM2292-1302;394.00;42;2;SS21
16524945;16375506;COMMON PROJECTS;2292;CMM2292-1302;394.00;41;1;SS21
16524883;16376110;COMMON PROJECTS;2301;CMM2301-1302;389.00;46;1;SS21
16524883;16376110;COMMON PROJECTS;2301;CMM2301-1302;389.00;45;2;SS21
16524883;16376110;COMMON PROJECTS;2301;CMM2301-1302;389.00;44;3;SS21
16524883;16376110;COMMON PROJECTS;2301;CMM2301-1302;389.00;43;2;SS21
16524883;16376110;COMMON PROJECTS;2301;CMM2301-1302;389.00;42;3;SS21
16524883;16376110;COMMON PROJECTS;2301;CMM2301-1302;389.00;41;1;SS21
16523136;;AQUAZZURA;VLTHIGL0SUENND;AQVLTHIGL0-SUE-NND;458.00;39;1;SS21
16523136;;AQUAZZURA;VLTHIGL0SUENND;AQVLTHIGL0-SUE-NND;458.00;38,5;1;SS21
16523136;;AQUAZZURA;VLTHIGL0SUENND;AQVLTHIGL0-SUE-NND;458.00;37,5;1;SS21
16523136;;AQUAZZURA;VLTHIGL0SUENND;AQVLTHIGL0-SUE-NND;458.00;37;1;SS21
16523136;;AQUAZZURA;VLTHIGL0SUENND;AQVLTHIGL0-SUE-NND;458.00;36,5;1;SS21
16523136;;AQUAZZURA;VLTHIGL0SUENND;AQVLTHIGL0-SUE-NND;458.00;36;1;SS21
16523135;;AQUAZZURA;VLTHIGL0SUE000;AQVLTHIGL0-SUE-000;458.00;39;1;SS21
16523135;;AQUAZZURA;VLTHIGL0SUE000;AQVLTHIGL0-SUE-000;458.00;38,5;1;SS21
16523135;;AQUAZZURA;VLTHIGL0SUE000;AQVLTHIGL0-SUE-000;458.00;37,5;1;SS21
16523135;;AQUAZZURA;VLTHIGL0SUE000;AQVLTHIGL0-SUE-000;458.00;37;1;SS21
16523135;;AQUAZZURA;VLTHIGL0SUE000;AQVLTHIGL0-SUE-000;458.00;36,5;1;SS21
16490169;16422839;DSQUARED2;ITM011235802736;DSITM0112-M436;77.00;OS;20;SS21
16486148;16375507;COMMON PROJECTS;2301;CMM2301-0240;389.00;46;1;SS21
16486148;16375507;COMMON PROJECTS;2301;CMM2301-0240;389.00;45;2;SS21
16486148;16375507;COMMON PROJECTS;2301;CMM2301-0240;389.00;44;2;SS21
16486148;16375507;COMMON PROJECTS;2301;CMM2301-0240;389.00;42;2;SS21
16486148;16375507;COMMON PROJECTS;2301;CMM2301-0240;389.00;41;1;SS21
16485500;16377291;COMMON PROJECTS;2295;CMM2295-0536;386.00;46;1;AW21
16485500;16377291;COMMON PROJECTS;2295;CMM2295-0536;386.00;45;2;AW21
16485500;16377291;COMMON PROJECTS;2295;CMM2295-0536;386.00;44;3;AW21
16485500;16377291;COMMON PROJECTS;2295;CMM2295-0536;386.00;43;2;AW21
16485500;16377291;COMMON PROJECTS;2295;CMM2295-0536;386.00;42;3;AW21
16485500;16377291;COMMON PROJECTS;2295;CMM2295-0536;386.00;41;1;AW21
16484685;;COMMON PROJECTS;6058;CMM6058-536;386.00;41;1;SS21
16484685;;COMMON PROJECTS;6058;CMM6058-536;386.00;40;1;SS21
16484685;;COMMON PROJECTS;6058;CMM6058-536;386.00;39;3;SS21
16484685;;COMMON PROJECTS;6058;CMM6058-536;386.00;38;3;SS21
16484685;;COMMON PROJECTS;6058;CMM6058-536;386.00;37;1;SS21
16484685;;COMMON PROJECTS;6058;CMM6058-536;386.00;36;1;SS21
16484666;;COMMON PROJECTS;6056;CMM6056-1010;394.00;41;1;SS21
16484666;;COMMON PROJECTS;6056;CMM6056-1010;394.00;40;1;SS21
16484666;;COMMON PROJECTS;6056;CMM6056-1010;394.00;39;2;SS21
16484666;;COMMON PROJECTS;6056;CMM6056-1010;394.00;38;3;SS21
16484666;;COMMON PROJECTS;6056;CMM6056-1010;394.00;37;2;SS21
16484666;;COMMON PROJECTS;6056;CMM6056-1010;394.00;36;1;SS21
16484649;;COMMON PROJECTS;6056;CMM6056-4928;394.00;41;1;SS21
16484649;;COMMON PROJECTS;6056;CMM6056-4928;394.00;40;1;SS21
16484649;;COMMON PROJECTS;6056;CMM6056-4928;394.00;39;3;SS21
16484649;;COMMON PROJECTS;6056;CMM6056-4928;394.00;38;3;SS21
16484649;;COMMON PROJECTS;6056;CMM6056-4928;394.00;37;3;SS21
16484649;;COMMON PROJECTS;6056;CMM6056-4928;394.00;36;1;SS21
16484368;16202830;BALLY;6236757;BLY6236757-BLACK;1105.00;OS;5;SS21
16472011;16424025;DSQUARED2;SNM015330801660;DSSNM0153-M2004;444.00;46;2;SS21
16472011;16424025;DSQUARED2;SNM015330801660;DSSNM0153-M2004;444.00;45,5;2;SS21
16472011;16424025;DSQUARED2;SNM015330801660;DSSNM0153-M2004;444.00;45;2;SS21
16472011;16424025;DSQUARED2;SNM015330801660;DSSNM0153-M2004;444.00;44,5;1;SS21
16472011;16424025;DSQUARED2;SNM015330801660;DSSNM0153-M2004;444.00;44;1;SS21
16472011;16424025;DSQUARED2;SNM015330801660;DSSNM0153-M2004;444.00;43,5;2;SS21
16472011;16424025;DSQUARED2;SNM015330801660;DSSNM0153-M2004;444.00;43;1;SS21
16472011;16424025;DSQUARED2;SNM015330801660;DSSNM0153-M2004;444.00;42,5;1;SS21
16472011;16424025;DSQUARED2;SNM015330801660;DSSNM0153-M2004;444.00;42;1;SS21
16463174;16197410;SALVATORE FERRAGAMO;741213;FRG741213;467.00;9;2;SS21
16463174;16197410;SALVATORE FERRAGAMO;741213;FRG741213;467.00;8,5;2;SS21
16463174;16197410;SALVATORE FERRAGAMO;741213;FRG741213;467.00;8;3;SS21
16463174;16197410;SALVATORE FERRAGAMO;741213;FRG741213;467.00;7,5;3;SS21
16463174;16197410;SALVATORE FERRAGAMO;741213;FRG741213;467.00;7;3;SS21
16463174;16197410;SALVATORE FERRAGAMO;741213;FRG741213;467.00;6,5;3;SS21
16463174;16197410;SALVATORE FERRAGAMO;741213;FRG741213;467.00;6;3;SS21
16463174;16197410;SALVATORE FERRAGAMO;741213;FRG741213;467.00;5,5;3;SS21
16463174;16197410;SALVATORE FERRAGAMO;741213;FRG741213;467.00;5;3;SS21
16463174;16197410;SALVATORE FERRAGAMO;741213;FRG741213;467.00;10;1;SS21
16458941;16349381;JIL SANDER;JSPS853402WSB69148N;JSPS853402-253;1089.00;OS;3;SS21
16454136;;CASADEI;1L562P1201MINOR;CAS562P1201MINOR9000;625.00;40;1;SS21
16454136;;CASADEI;1L562P1201MINOR;CAS562P1201MINOR9000;625.00;39;1;SS21
16454136;;CASADEI;1L562P1201MINOR;CAS562P1201MINOR9000;625.00;38,5;1;SS21
16454136;;CASADEI;1L562P1201MINOR;CAS562P1201MINOR9000;625.00;38;1;SS21
16454136;;CASADEI;1L562P1201MINOR;CAS562P1201MINOR9000;625.00;37,5;2;SS21
16454135;;CASADEI;1L638H100MAMINO;CAS638H100MAMINO3302;625.00;40;1;SS21
16454135;;CASADEI;1L638H100MAMINO;CAS638H100MAMINO3302;625.00;39;1;SS21
16454135;;CASADEI;1L638H100MAMINO;CAS638H100MAMINO3302;625.00;38,5;1;SS21
16454135;;CASADEI;1L638H100MAMINO;CAS638H100MAMINO3302;625.00;38;1;SS21
16454135;;CASADEI;1L638H100MAMINO;CAS638H100MAMINO3302;625.00;37,5;2;SS21
16454135;;CASADEI;1L638H100MAMINO;CAS638H100MAMINO3302;625.00;37;1;SS21
16454135;;CASADEI;1L638H100MAMINO;CAS638H100MAMINO3302;625.00;36;1;SS21
16454134;;CASADEI;1L638H100MAMINO;CAS638H100MAMINO9000;625.00;40;1;SS21
16454134;;CASADEI;1L638H100MAMINO;CAS638H100MAMINO9000;625.00;39;1;SS21
16454134;;CASADEI;1L638H100MAMINO;CAS638H100MAMINO9000;625.00;38,5;1;SS21
16454134;;CASADEI;1L638H100MAMINO;CAS638H100MAMINO9000;625.00;38;1;SS21
16454134;;CASADEI;1L638H100MAMINO;CAS638H100MAMINO9000;625.00;37,5;1;SS21
16454134;;CASADEI;1L638H100MAMINO;CAS638H100MAMINO9000;625.00;36;1;SS21
16454133;;CASADEI;1F410D125MAMINO;CAS410D125MAMINO3302;553.00;40;1;SS21
16454133;;CASADEI;1F410D125MAMINO;CAS410D125MAMINO3302;553.00;39;1;SS21
16454133;;CASADEI;1F410D125MAMINO;CAS410D125MAMINO3302;553.00;38,5;2;SS21
16454133;;CASADEI;1F410D125MAMINO;CAS410D125MAMINO3302;553.00;38;2;SS21
16454133;;CASADEI;1F410D125MAMINO;CAS410D125MAMINO3302;553.00;37,5;2;SS21
16454133;;CASADEI;1F410D125MAMINO;CAS410D125MAMINO3302;553.00;36;1;SS21
16454131;;CASADEI;2Y234S0101BHGLT;CAS234S0101BHGLTA513;150.00;38;2;SS21
16454131;;CASADEI;2Y234S0101BHGLT;CAS234S0101BHGLTA513;150.00;36;1;SS21
16454129;;CASADEI;1F120D0801MINOR;CAS120D0801MINOR3302;453.00;40;1;SS21
16454129;;CASADEI;1F120D0801MINOR;CAS120D0801MINOR3302;453.00;39;1;SS21
16454129;;CASADEI;1F120D0801MINOR;CAS120D0801MINOR3302;453.00;38,5;2;SS21
16454129;;CASADEI;1F120D0801MINOR;CAS120D0801MINOR3302;453.00;38;1;SS21
16454129;;CASADEI;1F120D0801MINOR;CAS120D0801MINOR3302;453.00;37,5;2;SS21
16454129;;CASADEI;1F120D0801MINOR;CAS120D0801MINOR3302;453.00;37;2;SS21
16454129;;CASADEI;1F120D0801MINOR;CAS120D0801MINOR3302;453.00;36;1;SS21
16453492;;CASADEI;1L676K1401FLORE;CAS676K1401FLORE3200;730.00;40;1;SS21
16453492;;CASADEI;1L676K1401FLORE;CAS676K1401FLORE3200;730.00;39;1;SS21
16453492;;CASADEI;1L676K1401FLORE;CAS676K1401FLORE3200;730.00;38,5;1;SS21
16453492;;CASADEI;1L676K1401FLORE;CAS676K1401FLORE3200;730.00;38;1;SS21
16453492;;CASADEI;1L676K1401FLORE;CAS676K1401FLORE3200;730.00;36;1;SS21
16452380;;CASADEI;1F161D100MAMINO3302;CAS161D100MAMINO3302;530.00;40;1;SS21
16452380;;CASADEI;1F161D100MAMINO3302;CAS161D100MAMINO3302;530.00;39;1;SS21
16452380;;CASADEI;1F161D100MAMINO3302;CAS161D100MAMINO3302;530.00;38,5;2;SS21
16452380;;CASADEI;1F161D100MAMINO3302;CAS161D100MAMINO3302;530.00;38;1;SS21
16452380;;CASADEI;1F161D100MAMINO3302;CAS161D100MAMINO3302;530.00;37,5;2;SS21
16452375;;CASADEI;1F410D125MAMINO;CAS410D125MAMINO9000;553.00;40;1;SS21
16452375;;CASADEI;1F410D125MAMINO;CAS410D125MAMINO9000;553.00;39;1;SS21
16452375;;CASADEI;1F410D125MAMINO;CAS410D125MAMINO9000;553.00;38,5;1;SS21
16452375;;CASADEI;1F410D125MAMINO;CAS410D125MAMINO9000;553.00;38;2;SS21
16452375;;CASADEI;1F410D125MAMINO;CAS410D125MAMINO9000;553.00;37,5;1;SS21
16452375;;CASADEI;1F410D125MAMINO;CAS410D125MAMINO9000;553.00;37;2;SS21
16452375;;CASADEI;1F410D125MAMINO;CAS410D125MAMINO9000;553.00;36;1;SS21
16451385;16202932;Giuseppe Zanotti;I000016;GZI000016-004;473.00;40;1;SS21
16451385;16202932;Giuseppe Zanotti;I000016;GZI000016-004;473.00;39;2;SS21
16451385;16202932;Giuseppe Zanotti;I000016;GZI000016-004;473.00;38;2;SS21
16451385;16202932;Giuseppe Zanotti;I000016;GZI000016-004;473.00;37;2;SS21
16451385;16202932;Giuseppe Zanotti;I000016;GZI000016-004;473.00;36;1;SS21
16450187;16377287;COMMON PROJECTS;2295;CMM2295-0590;386.00;46;1;AW21
16450187;16377287;COMMON PROJECTS;2295;CMM2295-0590;386.00;45;2;AW21
16450187;16377287;COMMON PROJECTS;2295;CMM2295-0590;386.00;44;3;AW21
16450187;16377287;COMMON PROJECTS;2295;CMM2295-0590;386.00;43;2;AW21
16450187;16377287;COMMON PROJECTS;2295;CMM2295-0590;386.00;42;3;AW21
16450187;16377287;COMMON PROJECTS;2295;CMM2295-0590;386.00;41;1;AW21
16450104;16350325;JIL SANDER;JS36073A13011;JS36073A-001;463.00;40;1;SS21
16450104;16350325;JIL SANDER;JS36073A13011;JS36073A-001;463.00;36;1;SS21
16449504;16377288;COMMON PROJECTS;2292;CMM2292-4102;394.00;46;2;SS21
16449504;16377288;COMMON PROJECTS;2292;CMM2292-4102;394.00;45;4;SS21
16449504;16377288;COMMON PROJECTS;2292;CMM2292-4102;394.00;44;6;SS21
16449504;16377288;COMMON PROJECTS;2292;CMM2292-4102;394.00;43;3;SS21
16449504;16377288;COMMON PROJECTS;2292;CMM2292-4102;394.00;42;6;SS21
16449504;16377288;COMMON PROJECTS;2292;CMM2292-4102;394.00;41;2;SS21
16448453;;BALDININI;197037XLOSA101010XXX;BAL197037XLOSA101010;416.00;45;1;SS21
16448453;;BALDININI;197037XLOSA101010XXX;BAL197037XLOSA101010;416.00;44;1;SS21
16448453;;BALDININI;197037XLOSA101010XXX;BAL197037XLOSA101010;416.00;43;1;SS21
16448453;;BALDININI;197037XLOSA101010XXX;BAL197037XLOSA101010;416.00;42,5;1;SS21
16448453;;BALDININI;197037XLOSA101010XXX;BAL197037XLOSA101010;416.00;42;2;SS21
16448453;;BALDININI;197037XLOSA101010XXX;BAL197037XLOSA101010;416.00;41;1;SS21
16448452;;BALDININI;198306XNAPP;BAL198306XNAPP000000;338.00;41;1;SS21
16448452;;BALDININI;198306XNAPP;BAL198306XNAPP000000;338.00;39;1;SS21
16448452;;BALDININI;198306XNAPP;BAL198306XNAPP000000;338.00;38;2;SS21
16448452;;BALDININI;198306XNAPP;BAL198306XNAPP000000;338.00;37;2;SS21
16448452;;BALDININI;198306XNAPP;BAL198306XNAPP000000;338.00;36;1;SS21
16448451;;BALDININI;196520XVITE;BAL196520XVITE000000;325.00;45;1;SS21
16448451;;BALDININI;196520XVITE;BAL196520XVITE000000;325.00;43;2;SS21
16448451;;BALDININI;196520XVITE;BAL196520XVITE000000;325.00;42,5;1;SS21
16448451;;BALDININI;196520XVITE;BAL196520XVITE000000;325.00;42;2;SS21
16448451;;BALDININI;196520XVITE;BAL196520XVITE000000;325.00;41;2;SS21
16448450;;BALDININI;199015XVITE000000BXX;BAL199015XVITE000000;364.00;40;1;SS21
16448450;;BALDININI;199015XVITE000000BXX;BAL199015XVITE000000;364.00;39;2;SS21
16448450;;BALDININI;199015XVITE000000BXX;BAL199015XVITE000000;364.00;38;2;SS21
16448450;;BALDININI;199015XVITE000000BXX;BAL199015XVITE000000;364.00;37;2;SS21
16448450;;BALDININI;199015XVITE000000BXX;BAL199015XVITE000000;364.00;36;1;SS21
16448449;;BALDININI;197423YNABU;BAL197423YNABU101010;481.00;46;1;SS21
16448449;;BALDININI;197423YNABU;BAL197423YNABU101010;481.00;45;1;SS21
16448449;;BALDININI;197423YNABU;BAL197423YNABU101010;481.00;44;1;SS21
16448449;;BALDININI;197423YNABU;BAL197423YNABU101010;481.00;43;2;SS21
16448449;;BALDININI;197423YNABU;BAL197423YNABU101010;481.00;42,5;1;SS21
16448449;;BALDININI;197423YNABU;BAL197423YNABU101010;481.00;42;2;SS21
16448448;;BALDININI;198026XVILA9086XXRXX;BAL198026XVILA9086XX;481.00;40;1;SS21
16448448;;BALDININI;198026XVILA9086XXRXX;BAL198026XVILA9086XX;481.00;39;2;SS21
16448448;;BALDININI;198026XVILA9086XXRXX;BAL198026XVILA9086XX;481.00;38;2;SS21
16448448;;BALDININI;198026XVILA9086XXRXX;BAL198026XVILA9086XX;481.00;37;1;SS21
16448448;;BALDININI;198026XVILA9086XXRXX;BAL198026XVILA9086XX;481.00;36;1;SS21
16448447;;BALDININI;197432YDAIN;BAL197432YDAIN000000;403.00;45;1;SS21
16448447;;BALDININI;197432YDAIN;BAL197432YDAIN000000;403.00;43;2;SS21
16448447;;BALDININI;197432YDAIN;BAL197432YDAIN000000;403.00;42;2;SS21
16448447;;BALDININI;197432YDAIN;BAL197432YDAIN000000;403.00;41;2;SS21
16448446;;BALDININI;197072XVINT;BAL197072XVINT101010;481.00;45;1;SS21
16448446;;BALDININI;197072XVINT;BAL197072XVINT101010;481.00;44;1;SS21
16448446;;BALDININI;197072XVINT;BAL197072XVINT101010;481.00;43;2;SS21
16448446;;BALDININI;197072XVINT;BAL197072XVINT101010;481.00;42,5;1;SS21
16448446;;BALDININI;197072XVINT;BAL197072XVINT101010;481.00;42;2;SS21
16448446;;BALDININI;197072XVINT;BAL197072XVINT101010;481.00;41;2;SS21
16448445;;BALDININI;196510XMOUS;BAL196510XMOUS101010;325.00;45;1;SS21
16448445;;BALDININI;196510XMOUS;BAL196510XMOUS101010;325.00;43;2;SS21
16448445;;BALDININI;196510XMOUS;BAL196510XMOUS101010;325.00;42,5;1;SS21
16448445;;BALDININI;196510XMOUS;BAL196510XMOUS101010;325.00;42;1;SS21
16448444;;BALDININI;197072XVINT404040XXX;BAL197072XVINT404040;481.00;45;1;SS21
16448444;;BALDININI;197072XVINT404040XXX;BAL197072XVINT404040;481.00;44;1;SS21
16448444;;BALDININI;197072XVINT404040XXX;BAL197072XVINT404040;481.00;43;2;SS21
16448444;;BALDININI;197072XVINT404040XXX;BAL197072XVINT404040;481.00;42,5;1;SS21
16448444;;BALDININI;197072XVINT404040XXX;BAL197072XVINT404040;481.00;42;2;SS21
16448444;;BALDININI;197072XVINT404040XXX;BAL197072XVINT404040;481.00;41;2;SS21
16448443;;BALDININI;196729XCAPR000000XXX;BAL196729XCAPR000000;416.00;45;1;SS21
16448443;;BALDININI;196729XCAPR000000XXX;BAL196729XCAPR000000;416.00;44;1;SS21
16448443;;BALDININI;196729XCAPR000000XXX;BAL196729XCAPR000000;416.00;43;2;SS21
16448443;;BALDININI;196729XCAPR000000XXX;BAL196729XCAPR000000;416.00;42,5;1;SS21
16448443;;BALDININI;196729XCAPR000000XXX;BAL196729XCAPR000000;416.00;42;2;SS21
16448443;;BALDININI;196729XCAPR000000XXX;BAL196729XCAPR000000;416.00;41;2;SS21
16448442;;BALDININI;196522XVITE;BAL196522XVITE000000;338.00;44;1;SS21
16448442;;BALDININI;196522XVITE;BAL196522XVITE000000;338.00;43;1;SS21
